,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
485,11/28/2024,2024-11-29,RALPHS #0077,Groceries,Sale,-30.98,,,
486,11/26/2024,2024-11-27,UCSD STUDENT HEALTH SVC,Health & Wellness,Sale,-5.0,,,
487,11/26/2024,2024-11-27,RALPHS #0077,Groceries,Sale,-15.84,,,
488,11/25/2024,2024-11-26,CL *Chase Travel,Travel,Sale,-118.69,,,
489,11/23/2024,2024-11-24,ARCO #42353 AMPM,Gas,Sale,-37.64,,,
490,11/23/2024,2024-11-24,RALPHS #0077,Groceries,Sale,-53.21,,,
491,11/22/2024,2024-11-24,ROSS STORE #348,Shopping,Sale,-118.49,,,
492,11/23/2024,2024-11-24,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
493,11/20/2024,2024-11-22,ROSS STORE #348,Shopping,Sale,-32.31,,,
494,11/19/2024,2024-11-20,LEMONGRASS,Food & Drink,Sale,-8.89,,,
495,11/16/2024,2024-11-18,RALPHS #0077,Groceries,Sale,-159.6,,,
496,11/13/2024,2024-11-15,DENNY'S #8743,Food & Drink,Sale,-37.55,,,
497,11/12/2024,2024-11-13,A - MART OLD TOWN,Groceries,Sale,-3.16,,,
498,11/12/2024,2024-11-13,UCSD HDH CLUB MED,Education,Sale,-5.4,,,
499,11/10/2024,2024-11-12,ROSS STORE #348,Shopping,Sale,-21.52,,,
500,11/12/2024,2024-11-12,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,,,
501,11/10/2024,2024-11-11,COSTCO GAS #0488,Gas,Sale,-30.48,,,
502,11/10/2024,2024-11-11,COSTCO WHSE #0488,Shopping,Sale,-274.98,,,
503,11/10/2024,2024-11-11,T.J. MAXX #1476,Shopping,Sale,-26.92,,,
504,11/07/2024,2024-11-10,TST*HIGH FLYING FOODS -,Food & Drink,Sale,-7.4,,,
505,11/08/2024,2024-11-10,RALPHS #0108,Groceries,Sale,-10.19,,,
506,11/07/2024,2024-11-08,CM BISTRO,Food & Drink,Sale,-20.0,,,
507,11/07/2024,2024-11-08,CM BISTRO,Food & Drink,Sale,-25.2,,,
508,11/07/2024,2024-11-08,TST* EUREKA RESTAURANT GR,Food & Drink,Sale,-61.56,,,
509,11/06/2024,2024-11-08,TST*HIGH FLYING FOODS -,Food & Drink,Sale,-10.71,,,
510,11/06/2024,2024-11-07,GOOGLE *Google One,Shopping,Sale,-2.99,,,
511,11/06/2024,2024-11-06,Payment Thank You-Mobile,,Payment,5459.28,,,
512,11/04/2024,2024-11-06,DENNY'S #8743,Food & Drink,Sale,-36.92,,,
513,11/04/2024,2024-11-05,GOOGLE *YouTubePremium,Shopping,Sale,-7.99,,,
514,11/02/2024,2024-11-04,DENNY'S #8743,Food & Drink,Sale,-42.92,,,
515,11/01/2024,2024-11-03,ULTRASTAR CINEMAS,Entertainment,Sale,-24.0,,,
516,11/01/2024,2024-11-03,DENNY'S #8743,Food & Drink,Sale,-10.32,,,
517,11/01/2024,2024-11-03,BARNES &amp; NOBLE #1978,Shopping,Sale,-26.94,,,
518,11/02/2024,2024-11-03,IMPULSE INDUSTRIES INC,Entertainment,Sale,-4.0,,,
519,11/02/2024,2024-11-03,T.J. MAXX #1476,Shopping,Sale,-64.6,,,
520,10/30/2024,2024-11-01,ROSS STORE #348,Shopping,Sale,-12.91,,,
