,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
1040,12/29/2023,2023-12-31,DROG CRUZ VERDE SAN RA,Health & Wellness,Sale,-10.81,,,
1041,12/29/2023,2023-12-31,DROG CRUZ VERDE SAN RA,Health & Wellness,Sale,-38.47,,,
1042,12/29/2023,2023-12-31,DOLLARCITY PASEO SAN R,Home,Sale,-1.57,,,
1043,12/29/2023,2023-12-31,CARULLA SAN RAFAEL,Groceries,Sale,-17.69,,,
1044,12/27/2023,2023-12-29,COMERCIAL PAPELERA CED,Shopping,Sale,-2.45,,,
1045,12/28/2023,2023-12-29,CARULLA SAN RAFAEL,Groceries,Sale,-17.36,,,
1046,12/27/2023,2023-12-29,SEMOLINA COLINA,Food & Drink,Sale,-447.0,,,
1047,12/27/2023,2023-12-29,ESTACIONAMIENTO PQ LA,Travel,Sale,-4.49,,,
1048,12/28/2023,2023-12-28,AUTOMATIC PAYMENT - THANK,,Payment,61.22,,,
1049,12/26/2023,2023-12-28,PASTELERIA FLORIDA,Food & Drink,Sale,-22.83,,,
1050,12/25/2023,2023-12-27,CONFORTFARMA SAS,Shopping,Sale,-7.58,,,
1051,12/24/2023,2023-12-26,DROGUERIA MEDICAL PLUS,Health & Wellness,Sale,-2.03,,,
1052,12/24/2023,2023-12-26,FULLCARGA COLOMBIA,Shopping,Sale,-6.34,,,
1053,12/24/2023,2023-12-26,FULLCARGA COLOMBIA,Shopping,Sale,-5.17,,,
1054,12/24/2023,2023-12-26,FULLCARGA COLOMBIA,Shopping,Sale,-5.07,,,
1055,12/23/2023,2023-12-25,R18 CREPESYWAFFLES SAN,Food & Drink,Sale,-25.61,,,
1056,12/23/2023,2023-12-25,DROG CRUZ VERDE SAN RA,Health & Wellness,Sale,-8.42,,,
1057,12/21/2023,2023-12-24,EL CARNERO RESTAURANTE,Food & Drink,Sale,-70.86,,,
1058,12/21/2023,2023-12-24,BARRA BTA ARP EL NUEVO,Food & Drink,Sale,-1.35,,,
1059,12/22/2023,2023-12-24,R18 CREPESYWAFFLES SAN,Food & Drink,Sale,-50.15,,,
1060,12/21/2023,2023-12-24,PANDA EXPRESS TBIT LAX,Food & Drink,Sale,-24.62,,,
1061,12/20/2023,2023-12-22,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-18.32,,,
1062,12/20/2023,2023-12-21,UCSD STUDENT HEALTH SVC,Health & Wellness,Sale,-19.43,,,
1063,12/19/2023,2023-12-21,TARGET        00014100,Shopping,Sale,-105.55,,,
1064,12/19/2023,2023-12-20,MARSHALLS #0725,Shopping,Sale,-502.94,,,
1065,12/18/2023,2023-12-19,COSTCO GAS #0488,Gas,Sale,-35.22,,,
1066,12/18/2023,2023-12-19,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-74.61,,,
1067,12/17/2023,2023-12-19,FLIX,Travel,Sale,-47.97,,,
1068,12/18/2023,2023-12-19,MASABI LAXFLYAWAY,Travel,Sale,-19.5,,,
1069,12/17/2023,2023-12-18,AIRBNB * HMFXZXSQBC,Travel,Sale,-131.54,,,
1070,12/18/2023,2023-12-18,AIRBNB * HMZPK89Y5T,Travel,Sale,-184.62,,,
1071,12/17/2023,2023-12-18,AIRBNB * HMHMY39WX4,Travel,Sale,-188.66,,,
1072,12/16/2023,2023-12-17,Zipcar Annual Plan,Travel,Sale,-21.55,,,
1073,12/17/2023,2023-12-17,AIRBNB * HMSWMWBHJJ,Travel,Sale,-245.2,,,
1074,12/17/2023,2023-12-17,AIRBNB * HM2AZCPWZP,Travel,Sale,-219.24,,,
1075,12/17/2023,2023-12-17,AIRBNB * HMB8YT5QEJ,Travel,Sale,-344.2,,,
1076,12/15/2023,2023-12-17,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-17.46,,,
1077,12/17/2023,2023-12-17,Zipcar Annual Plan,Travel,Return,21.55,,,
1078,12/14/2023,2023-12-15,TST* POLITE PROVISIONS,Food & Drink,Sale,-55.72,,,
1079,12/11/2023,2023-12-13,BIRRIA KINGS STREET TACO,Food & Drink,Sale,-3.26,,,
1080,12/11/2023,2023-12-13,BIRRIA KINGS STREET TACO,Food & Drink,Sale,-25.01,,,
1081,12/10/2023,2023-12-12,RALPHS 0077,Groceries,Sale,-34.91,,,
1082,12/12/2023,2023-12-12,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0,,,
1083,12/10/2023,2023-12-11,INAI PTE. LTD.,Shopping,Sale,-9.9,,,
1084,12/09/2023,2023-12-10,NORTHGATE MARKET #036,Groceries,Sale,-18.49,,,
1085,12/09/2023,2023-12-10,WAL-MART #2479,Groceries,Sale,-14.79,,,
1086,12/07/2023,2023-12-08,COSTCO WHSE #0488,Shopping,Sale,-11.46,,,
1087,12/05/2023,2023-12-07,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-17.46,,,
1088,12/05/2023,2023-12-06,COSTCO GAS #0488,Gas,Sale,-36.11,,,
1089,12/04/2023,2023-12-05,TST* O'BRIEN'S PUB,Food & Drink,Sale,-9.0,,,
1090,12/03/2023,2023-12-04,PHUONG TRANG RESTAURAN,Food & Drink,Sale,-40.12,,,
1091,12/03/2023,2023-12-04,RALPHS 0077,Groceries,Sale,-5.6,,,
1092,12/02/2023,2023-12-04,RALPHS 0077,Groceries,Sale,-26.67,,,
1093,12/02/2023,2023-12-03,Payment Thank You - Web,,Payment,872.03,,,
1094,11/30/2023,2023-12-03,ROSS STORE #348,Shopping,Sale,-82.77,,,
1095,11/30/2023,2023-12-01,COSTCO WHSE #0488,Shopping,Sale,-5.78,,,
1096,11/30/2023,2023-12-01,COSTCO WHSE #0488,Shopping,Sale,-44.53,,,
