,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
253,03/30/2025,2025-03-31,CVS/PHARMACY #02491,Health & Wellness,Sale,-34.78,,,
254,03/30/2025,2025-03-31,DISTRICT PIZZA PALACE,Food & Drink,Sale,-36.69,,,
255,03/30/2025,2025-03-31,TST* THE CRACK SHACK PACI,Food & Drink,Sale,-39.71,,,
256,03/30/2025,2025-03-31,NEWS EXPRESS ST2883,Shopping,Sale,-5.99,,,
257,03/29/2025,2025-03-30,RALPHS #0077,Groceries,Sale,-25.42,,,
258,03/29/2025,2025-03-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
259,03/29/2025,2025-03-30,SQ *COPPER TOP COFFEE &amp; D,Food & Drink,Sale,-12.58,,,
260,03/28/2025,2025-03-30,ROSS STORE #348,Shopping,Sale,-23.69,,,
261,03/29/2025,2025-03-30,COSTCO GAS #0488,Gas,Sale,-36.69,,,
262,03/28/2025,2025-03-28,AUTOMATIC PAYMENT - THANK,,Payment,2004.6,,,
263,03/27/2025,2025-03-28,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-41.17,,,
264,03/27/2025,2025-03-28,LEMONGRASS,Food & Drink,Sale,-8.89,,,
265,03/26/2025,2025-03-27,COSTCO WHSE #0488,Shopping,Sale,-221.3,,,
266,03/25/2025,2025-03-26,LAZ PARKING M14580,Travel,Sale,-3.0,,,
267,03/24/2025,2025-03-25,WL *STEAM PURCHASE,Entertainment,Sale,-9.99,,,
268,03/25/2025,2025-03-25,STEAMGAMES.COM 4259522985,Entertainment,Sale,-9.99,,,
269,03/22/2025,2025-03-23,COSTCO GAS #0488,Gas,Sale,-29.87,,,
270,03/21/2025,2025-03-23,MTS- PRONTO,Travel,Sale,-5.0,,,
271,03/20/2025,2025-03-21,DAVES HOT CHICKEN 1189,Food & Drink,Sale,-35.08,,,
272,03/19/2025,2025-03-20,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-20.63,,,
273,03/17/2025,2025-03-18,CHEVRON 0094991,Gas,Sale,-19.88,,,
274,03/17/2025,2025-03-17,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-32.6,,,
275,03/15/2025,2025-03-16,PETCO 0559,Shopping,Sale,-52.13,,,
276,03/15/2025,2025-03-16,PETCO 0559,Shopping,Sale,-3.2,,,
277,03/14/2025,2025-03-16,RALPHS #0077,Groceries,Sale,-180.2,,,
278,03/13/2025,2025-03-16,RALPHS #0077,Groceries,Sale,-2.0,,,
279,03/14/2025,2025-03-14,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-32.6,,,
280,03/12/2025,2025-03-12,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,,,
281,03/10/2025,2025-03-12,FLAVORFULL,Food & Drink,Sale,-14.94,,,
282,03/10/2025,2025-03-11,WEGREENED VISA FEE,Professional Services,Sale,-1035.3,,,
283,03/09/2025,2025-03-10,NORTHGATE MARKET #036,Groceries,Sale,-130.51,,,
284,03/08/2025,2025-03-09,SQ *IZOLA,Food & Drink,Sale,-62.95,,,
285,03/07/2025,2025-03-09,COSTCO GAS #0488,Gas,Sale,-36.61,,,
286,03/08/2025,2025-03-09,RALPHS #0077,Groceries,Sale,-38.14,,,
287,03/08/2025,2025-03-09,CITYSD PARKING 28881,Travel,Sale,-1.25,,,
288,03/06/2025,2025-03-07,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-4.28,,,
289,03/06/2025,2025-03-07,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
290,03/06/2025,2025-03-07,M&amp;M MARKET,Shopping,Sale,-4.15,,,
291,03/06/2025,2025-03-06,GOOGLE *Google One,Shopping,Sale,-2.99,,,
292,03/05/2025,2025-03-06,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-19.18,,,
293,03/05/2025,2025-03-06,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-1.45,,,
294,03/04/2025,2025-03-05,GOOGLE *YouTubePremium,Shopping,Sale,-7.99,,,
295,03/02/2025,2025-03-04,TST*SHABU WORKS MIRA MES,Food & Drink,Sale,-90.78,,,
296,03/01/2025,2025-03-03,PBS SAN DIEGO,Food & Drink,Sale,-200.0,,,
297,03/01/2025,2025-03-03,PBS SAN DIEGO,Food & Drink,Sale,-30.94,,,
298,03/02/2025,2025-03-03,CTLP*NATIONAL ENTERTAI,Food & Drink,Sale,-1.0,,,
299,03/02/2025,2025-03-03,CTLP*NATIONAL ENTERTAI,Food & Drink,Sale,-1.0,,,
300,02/28/2025,2025-03-03,VALLARTA EXPRESS MEXICAN,Food & Drink,Sale,-7.4,,,
301,02/28/2025,2025-03-03,VALLARTA EXPRESS MEXICAN,Food & Drink,Sale,-26.9,,,
302,02/28/2025,2025-03-02,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
303,03/01/2025,2025-03-02,CITYSD PARKING 28881,Travel,Sale,-2.75,,,
