,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
122,03/30/2025,2025-03-31,DISTRICT PIZZA PALACE,Food & Drink,Sale,-21.65,,,
123,03/29/2025,2025-03-31,ROSS STORE #348,Shopping,Sale,-250.46,,,
124,03/27/2025,2025-03-30,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.49,,,
125,03/26/2025,2025-03-28,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-4.49,,,
126,03/26/2025,2025-03-28,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-3.29,,,
127,03/26/2025,2025-03-28,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-4.19,,,
128,03/25/2025,2025-03-27,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,,,
129,03/25/2025,2025-03-27,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.0,,,
130,03/24/2025,2025-03-26,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,,,
131,03/22/2025,2025-03-23,SQ *CROW AND LILAC LLC,Shopping,Sale,-9.7,,,
132,03/22/2025,2025-03-23,COSTCO WHSE #0488,Shopping,Sale,-3.53,,,
133,03/19/2025,2025-03-21,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,,,
134,03/19/2025,2025-03-21,SDSU BOOKSTORE 304,Gifts & Donations,Sale,-5.66,,,
135,03/18/2025,2025-03-20,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,,,
136,03/17/2025,2025-03-19,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,,,
