,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
1139,09/27/2023,2023-09-28,SDSU,Education,Sale,-57.6,,,
1140,09/26/2023,2023-09-28,FULLCARGA COLOMBIA,Shopping,Sale,-8.98,,,
1141,09/26/2023,2023-09-28,KAFO SPERTO,Food & Drink,Sale,-62.3,,,
1142,09/25/2023,2023-09-27,DROG CRUZ VERDE SAN RA,Health & Wellness,Sale,-44.93,,,
1143,09/25/2023,2023-09-27,MI PARRILLA MARGARITA,Food & Drink,Sale,-12.36,,,
1144,09/22/2023,2023-09-24,TST* High Flying Foods -,Food & Drink,Sale,-3.63,,,
1145,09/22/2023,2023-09-24,IAH E YUME MARKET,Groceries,Sale,-7.46,,,
1146,09/22/2023,2023-09-24,IAH E CIBO EXPRESS 10,Groceries,Sale,-5.19,,,
1147,09/21/2023,2023-09-22,COSTCO GAS #0488,Gas,Sale,-56.47,,,
1148,09/16/2023,2023-09-17,COSTCO WHSE #0488,Shopping,Sale,-112.29,,,
1149,09/16/2023,2023-09-17,FOOD4LESS 0333,Groceries,Sale,-66.6,,,
1150,09/15/2023,2023-09-17,FOOD4LESS 0333,Groceries,Sale,-11.84,,,
1151,09/14/2023,2023-09-15,PANDA EXPRESS #786,Food & Drink,Sale,-10.0,,,
1152,09/10/2023,2023-09-11,NORTHGATE MARKET #036,Groceries,Sale,-52.63,,,
1153,09/10/2023,2023-09-11,RALPHS 0077,Groceries,Sale,-2.0,,,
1154,09/10/2023,2023-09-11,FOOD4LESS 0333,Groceries,Sale,-10.08,,,
1155,09/10/2023,2023-09-11,COSTCO GAS #0488,Gas,Sale,-51.37,,,
1156,09/10/2023,2023-09-11,COSTCO WHSE #0488,Shopping,Sale,-75.77,,,
1157,09/06/2023,2023-09-07,RALPHS 0108,Groceries,Sale,-19.99,,,
1158,09/05/2023,2023-09-07,TARGET        00014100,Shopping,Sale,-9.52,,,
1159,09/05/2023,2023-09-06,A - MART OLD TOWN,Groceries,Sale,-2.49,,,
1160,09/04/2023,2023-09-06,U-HAUL-POINT-LOMA #71750,Automotive,Sale,-50.55,,,
1161,09/04/2023,2023-09-06,IN N OUT BURGER 128,Food & Drink,Sale,-17.46,,,
1162,09/04/2023,2023-09-05,HELLOFRESH,Groceries,Sale,-27.41,,,
1163,09/01/2023,2023-09-04,CARLS JR 168,Food & Drink,Sale,-22.58,,,
1164,09/03/2023,2023-09-04,VIVAAEROBUS,Travel,Sale,-559.22,,,
1165,09/03/2023,2023-09-04,FOOD4LESS 0333,Groceries,Sale,-22.57,,,
1166,09/01/2023,2023-09-03,Payment Thank You - Web,,Payment,354.7,,,
1167,09/01/2023,2023-09-01,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-95.0,,,
1168,08/31/2023,2023-09-01,NORTHGATE MARKET #036,Groceries,Sale,-61.87,,,
