,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
156,05/29/2025,2025-05-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
157,05/29/2025,2025-05-30,RACKET WORKSHOP,Shopping,Sale,-66.0,,,
158,05/27/2025,2025-05-28,COSTCO GAS #0488,Gas,Sale,-35.72,,,
159,05/26/2025,2025-05-27,CITY OF DEL MAR PARKING,Travel,Sale,-8.0,,,
160,05/26/2025,2025-05-27,RALPHS #0077,Groceries,Sale,-32.43,,,
161,05/24/2025,2025-05-26,RALPHS #0077,Groceries,Sale,-122.46,,,
162,05/24/2025,2025-05-26,CLAW DADDY ARCADES MISSIO,Entertainment,Sale,-10.0,,,
163,05/24/2025,2025-05-26,TST*HAVANA GRILL MISSION,Food & Drink,Sale,-47.68,,,
164,05/21/2025,2025-05-23,RALPHS #0077,Groceries,Sale,-108.94,,,
165,05/20/2025,2025-05-21,UCSD BOOKSTORE WEB,Education,Sale,-214.72,,,
166,05/19/2025,2025-05-20,NORTHGATE MARKET #036,Groceries,Sale,-117.57,,,
167,05/18/2025,2025-05-20,SHELL OIL 10007818007,Gas,Sale,-39.15,,,
168,05/18/2025,2025-05-20,85C BAKERY CAFE USA,Food & Drink,Sale,-2.63,,,
169,05/18/2025,2025-05-20,85C BAKERY CAFE USA,Food & Drink,Sale,-11.14,,,
170,05/16/2025,2025-05-19,EZI*Pets Megastore,Shopping,Sale,-118.5,,,
171,05/18/2025,2025-05-19,TST* OPEN BAR,Food & Drink,Sale,-24.5,,,
172,05/17/2025,2025-05-19,CLAW DADDY ARCADES MISSIO,Entertainment,Sale,-10.0,,,
173,05/16/2025,2025-05-18,RALPHS #0108,Groceries,Sale,-8.6,,,
174,05/14/2025,2025-05-15,BBQ HOUSE,Food & Drink,Sale,-29.96,,,
175,05/14/2025,2025-05-15,M&amp;M MARKET,Shopping,Sale,-4.15,,,
176,05/14/2025,2025-05-15,NORTHGATE MARKET #036,Groceries,Sale,-122.66,,,
177,05/13/2025,2025-05-14,FEDEX OFFIC27000027003,Personal,Sale,-99.93,,,
178,05/13/2025,2025-05-14,UCSD PARKING,Education,Sale,-129.0,,,
179,05/10/2025,2025-05-12,ROSS STORE #348,Shopping,Sale,-19.38,,,
180,05/09/2025,2025-05-11,TST* MIC DROP COMEDY CLUB,Food & Drink,Sale,-25.04,,,
181,05/10/2025,2025-05-11,RALPHS #0077,Groceries,Sale,-11.63,,,
182,05/09/2025,2025-05-09,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-40.46,,,
183,05/08/2025,2025-05-09,LEMONGRASS,Food & Drink,Sale,-20.69,,,
184,05/08/2025,2025-05-09,COSTCO GAS #0488,Gas,Sale,-39.55,,,
185,05/05/2025,2025-05-06,FD *CA DMV 506,Bills & Utilities,Sale,-9.0,,,
186,05/05/2025,2025-05-06,FD *CA DMV 506 *SVC,Bills & Utilities,Sale,-0.19,,,
187,05/04/2025,2025-05-06,RALPHS #0077,Groceries,Sale,-20.07,,,
188,05/04/2025,2025-05-06,OLIVE GARDEN ZK 0021358,Food & Drink,Sale,-38.75,,,
189,05/06/2025,2025-05-06,GOOGLE *Google One,Entertainment,Sale,-2.99,,,
190,05/03/2025,2025-05-05,RALPHS #0077,Groceries,Sale,-84.65,,,
191,05/04/2025,2025-05-05,GOOGLE *YouTubePremium,Entertainment,Sale,-13.99,,,
192,05/04/2025,2025-05-05,T.J. MAXX #1476,Shopping,Sale,-8.61,,,
193,05/04/2025,2025-05-05,SOAPY JOE'S CAR WASH - M,Automotive,Sale,-25.0,,,
194,05/03/2025,2025-05-04,Payment Thank You - Web,,Payment,2713.99,,,
195,05/02/2025,2025-05-04,10097 CAVA MISSION VAL,Food & Drink,Sale,-37.66,,,
196,05/01/2025,2025-05-04,RALPHS #0077,Groceries,Sale,-94.87,,,
197,05/04/2025,2025-05-04,STEAMGAMES.COM 4259522985,Entertainment,Sale,-49.99,,,
198,05/01/2025,2025-05-02,M&amp;M MARKET,Shopping,Sale,-4.15,,,
199,04/30/2025,2025-05-01,TST*BCB CAFE - UCSD - WA,Food & Drink,Sale,-13.12,,,
200,04/30/2025,2025-05-01,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
