,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
873,03/30/2024,2024-03-31,RALPHS 0077,Groceries,Sale,-15.83,,,
874,03/30/2024,2024-03-31,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-18.32,,,
875,03/30/2024,2024-03-31,Payment Thank You - Web,,Payment,1795.39,,,
876,03/29/2024,2024-03-31,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
877,03/27/2024,2024-03-29,LAZ PARKING M14580,Travel,Sale,-3.0,,,
878,03/28/2024,2024-03-29,USPS PO 0566040168,Shopping,Sale,-9.85,,,
879,03/28/2024,2024-03-29,AMC 9640 ONLINE,Entertainment,Sale,-37.36,,,
880,03/28/2024,2024-03-28,AUTOMATIC PAYMENT - THANK,,Payment,784.91,,,
881,03/26/2024,2024-03-27,COSTCO GAS #0488,Gas,Sale,-37.43,,,
882,03/25/2024,2024-03-27,CROSS BORDER XPRESS,Personal,Sale,-45.95,,,
883,03/23/2024,2024-03-25,TST* KARL STRAUSS BREWING,Food & Drink,Sale,-9.08,,,
884,03/22/2024,2024-03-24,RALPHS 0077,Groceries,Sale,-4.49,,,
885,03/22/2024,2024-03-24,TST* AN'S DRY CLEANING NO,Food & Drink,Sale,-9.42,,,
886,03/22/2024,2024-03-24,RALPHS 0077,Groceries,Sale,-84.11,,,
887,03/23/2024,2024-03-24,COSTCO WHSE #0488,Shopping,Sale,-31.12,,,
888,03/23/2024,2024-03-24,FH* SAN DIEGO WHALE WA,Entertainment,Sale,-132.08,,,
889,03/21/2024,2024-03-22,COSTCO WHSE #0488,Shopping,Sale,-89.08,,,
890,03/20/2024,2024-03-21,MITCONF* RECOMB 2024,Entertainment,Sale,-540.0,,,
891,03/20/2024,2024-03-21,PETCO 0559,Shopping,Sale,-28.23,,,
892,03/20/2024,2024-03-21,M&amp;M MARKET,Shopping,Sale,-5.2,,,
893,03/19/2024,2024-03-20,TST* VINYA,Food & Drink,Sale,-48.1,,,
894,03/16/2024,2024-03-18,RALPHS 0077,Groceries,Sale,-59.67,,,
895,03/16/2024,2024-03-18,URGENT CARE AND MORE,Health & Wellness,Sale,-15.0,,,
896,03/15/2024,2024-03-17,BLAZE PIZZA #1048,Food & Drink,Sale,-21.63,,,
897,03/14/2024,2024-03-15,USPS PO 0567470120,Shopping,Sale,-5.08,,,
898,03/12/2024,2024-03-13,COSTCO GAS #0781,Gas,Sale,-31.3,,,
899,03/12/2024,2024-03-13,COSTCO WHSE #0488,Shopping,Sale,-195.16,,,
900,03/12/2024,2024-03-13,COSTCO WHSE #0488,Shopping,Sale,-5.78,,,
901,03/12/2024,2024-03-13,SXM*SIRIUSXM.COM/ACCT,Bills & Utilities,Sale,-2.0,,,
902,03/10/2024,2024-03-12,AMC 0444 FASHION VALLE,Entertainment,Sale,-16.14,,,
903,03/12/2024,2024-03-12,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0,,,
904,03/10/2024,2024-03-11,RALPHS 0077,Groceries,Sale,-25.66,,,
905,03/09/2024,2024-03-10,LUCCA'S PIZZA &amp; MARKET,Groceries,Sale,-15.56,,,
906,03/09/2024,2024-03-10,LUCCA'S PIZZA &amp; MARKET,Groceries,Sale,-25.37,,,
907,03/08/2024,2024-03-08,Payment Thank You - Web,,Payment,1242.65,,,
908,03/08/2024,2024-03-08,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-45.46,,,
909,03/06/2024,2024-03-07,LEMONGRASS,Food & Drink,Sale,-9.91,,,
910,03/06/2024,2024-03-06,DOCUPET PET LICENSING,Personal,Sale,-20.83,,,
911,03/04/2024,2024-03-06,ROSS STORE #348,Shopping,Sale,-54.59,,,
912,03/03/2024,2024-03-05,FOOD4LESS 0333,Groceries,Sale,-111.75,,,
913,03/02/2024,2024-03-03,COSTCO GAS #0781,Gas,Sale,-33.03,,,
914,03/01/2024,2024-03-03,CVS/PHARMACY #09109,Health & Wellness,Sale,-49.08,,,
915,03/02/2024,2024-03-03,PETCO 1136,Shopping,Sale,-304.51,,,
916,03/01/2024,2024-03-03,TST* TASTES ON THE FLY-ME,Food & Drink,Sale,-48.22,,,
917,02/29/2024,2024-03-03,TST* BARRELS &amp; BOTTLES BR,Food & Drink,Sale,-13.5,,,
918,03/02/2024,2024-03-03,WAL-MART #5305,Groceries,Sale,-28.22,,,
919,03/01/2024,2024-03-03,MARRIOTT DENVER WEST,Travel,Sale,-321.85,,,
920,02/29/2024,2024-03-01,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
921,01/31/2024,2024-03-01,MARRIOTT DENVER WEST,Travel,Sale,-3.14,,,
922,02/29/2024,2024-03-01,YARD HOUSE ZK 0108306,Food & Drink,Sale,-26.3,,,
923,02/28/2024,2024-03-01,TST* HIGH FLYING FOODS -,Food & Drink,Sale,-23.35,,,
