,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
182,07/29/2024,2024-07-30,AMAZON MKTPL*RV9SF37A2,Shopping,Sale,-12.92,,,
183,07/21/2024,2024-07-22,Amazon.com*RJ1SF83J2,Shopping,Sale,-7.67,,,
184,07/19/2024,2024-07-21,AMAZON MKTPL*RJ8ZZ0NH0,Shopping,Sale,-7.53,,,
185,07/17/2024,2024-07-18,AMAZON MKTPL*RS7A648D0,Shopping,Sale,-16.11,,,
186,07/12/2024,2024-07-14,Spectrum,Bills & Utilities,Sale,-56.99,,,
187,07/10/2024,2024-07-11,AMAZON MKTPL*RY4B71XP0,Shopping,Sale,-46.53,,,
188,07/09/2024,2024-07-10,AMAZON MKTPL*RY62W1AX0,Shopping,Sale,-30.16,,,
189,07/09/2024,2024-07-09,AMAZON MKTPL*RY9760TG0,Shopping,Sale,-25.81,,,
190,07/08/2024,2024-07-09,AMAZON MKTPL*R724K59T2,Shopping,Sale,-10.76,,,
191,07/07/2024,2024-07-08,Amazon.com*RY73N14F0,Shopping,Sale,-10.75,,,
192,07/07/2024,2024-07-08,Amazon.com*R73AF97G2,Shopping,Sale,-10.72,,,
193,07/07/2024,2024-07-08,AMAZON MKTPL*RY8VS4410,Shopping,Sale,-7.53,,,
194,07/07/2024,2024-07-08,Amazon.com*RY83D5400,Shopping,Sale,-10.75,,,
195,07/07/2024,2024-07-08,AMAZON MKTPL*R79M93KR1,Shopping,Sale,-10.72,,,
196,07/07/2024,2024-07-08,Amazon.com*R76FM7K81,Shopping,Sale,-10.72,,,
197,07/06/2024,2024-07-07,Payment Thank You-Mobile,,Payment,192.69,,,
198,07/05/2024,2024-07-07,AMAZON MKTPL*R72CY0VT2,Shopping,Sale,-1.93,,,
199,07/04/2024,2024-07-04,Kindle Unltd*R70IM2TU1,Shopping,Sale,-11.99,,,
200,07/02/2024,2024-07-03,Amazon Prime*RC2CM5YE1,Bills & Utilities,Sale,-16.15,,,
201,07/02/2024,2024-07-03,AMAZON MKTPLACE PMTS,Shopping,Return,28.0,,,
