,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
51,04/27/2025,2025-04-28,AMAZON MKTPL*X27ES2XG3,Shopping,Sale,-30.7,,,
52,04/27/2025,2025-04-28,Amazon.com*OM1Q59O43,Shopping,Sale,-34.02,,,
53,04/25/2025,2025-04-27,Amazon.com*BC5265AB3,Shopping,Sale,-51.17,,,
54,04/25/2025,2025-04-27,Amazon.com*M56TY93E3,Shopping,Sale,-15.98,,,
55,04/25/2025,2025-04-25,AMAZON MKTPL*N27NQ2952,Shopping,Sale,-17.21,,,
56,04/15/2025,2025-04-16,Amazon.com*L193S21C3,Shopping,Sale,-10.67,,,
57,04/15/2025,2025-04-16,Amazon.com*SL7Q37PW3,Shopping,Sale,-8.73,,,
58,04/12/2025,2025-04-13,Spectrum,Bills & Utilities,Sale,-76.24,,,
59,04/05/2025,2025-04-06,AMAZON MKTPL*PB3MC5183,Shopping,Sale,-29.08,,,
60,04/04/2025,2025-04-06,Kindle Unltd*SP4BW3Z93,Shopping,Sale,-11.99,,,
61,04/02/2025,2025-04-03,AMAZON PRIME*K88IG0G13,Bills & Utilities,Sale,-16.15,,,
62,04/03/2025,2025-04-03,UBER   *TRIP,Travel,Sale,-47.99,,,
63,04/02/2025,2025-04-03,UBER   *TRIP,Travel,Sale,-37.89,,,
64,04/01/2025,2025-04-03,IL PIATTO,Food & Drink,Sale,-57.95,,,
65,04/01/2025,2025-04-02,Payment Thank You - Web,,Payment,1268.91,,,
66,04/02/2025,2025-04-02,UBER   *TRIP,Travel,Sale,-27.2,,,
