,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
201,04/29/2025,2025-04-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
202,04/29/2025,2025-04-30,T.J. MAXX #1476,Shopping,Sale,-18.31,,,
203,04/27/2025,2025-04-29,CLAW DADDY ARCADES MISSIO,Entertainment,Sale,-10.0,,,
204,04/28/2025,2025-04-28,AUTOMATIC PAYMENT - THANK,,Payment,105.07,,,
205,04/26/2025,2025-04-28,TST*FINJAN COFFEE CO,Food & Drink,Sale,-19.87,,,
206,04/27/2025,2025-04-28,HOT TOPIC 0154,Shopping,Sale,-18.09,,,
207,04/27/2025,2025-04-28,BLOOMINGDALES OUTLET  MIS,Shopping,Sale,-75.4,,,
208,04/26/2025,2025-04-28,TST*FINJAN COFFEE CO,Food & Drink,Sale,-11.31,,,
209,04/24/2025,2025-04-27,10097 CAVA MISSION VAL,Food & Drink,Sale,-43.75,,,
210,04/25/2025,2025-04-27,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-33.89,,,
211,04/24/2025,2025-04-25,COSTCO WHSE #0488,Shopping,Sale,-219.55,,,
212,04/24/2025,2025-04-25,COSTCO WHSE #0488,Health & Wellness,Sale,-1.74,,,
213,04/23/2025,2025-04-24,NORTHGATE MARKET #036,Groceries,Sale,-147.6,,,
214,04/22/2025,2025-04-23,COSTCO GAS #0488,Gas,Sale,-38.01,,,
215,04/22/2025,2025-04-23,M&amp;M MARKET,Shopping,Sale,-14.81,,,
216,04/21/2025,2025-04-22,WAL-MART #2177,Shopping,Sale,-89.29,,,
217,04/21/2025,2025-04-22,RALPHS #0077,Groceries,Sale,-34.75,,,
218,04/20/2025,2025-04-22,RALPHS #0077,Groceries,Sale,-78.73,,,
219,04/20/2025,2025-04-22,TST*EL VIEJON SEAFOOD,Food & Drink,Sale,-33.4,,,
220,04/18/2025,2025-04-21,CLAW DADDY ARCADES MISSIO,Entertainment,Sale,-10.0,,,
221,04/18/2025,2025-04-20,10097 CAVA MISSION VAL,Food & Drink,Sale,-42.4,,,
222,04/19/2025,2025-04-20,COSTCO WHSE #0488,Shopping,Sale,-2.47,,,
223,04/17/2025,2025-04-18,M&amp;M MARKET,Shopping,Sale,-12.57,,,
224,04/17/2025,2025-04-18,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-32.6,,,
225,04/16/2025,2025-04-17,UCSD HDH CLUB MED,Education,Sale,-2.7,,,
226,04/15/2025,2025-04-17,RALPHS #0077,Groceries,Sale,-58.77,,,
227,04/14/2025,2025-04-16,TST*HAVANA GRILL MISSION,Food & Drink,Sale,-9.99,,,
228,04/14/2025,2025-04-16,SEA HIVE - MINI,Shopping,Sale,-4.26,,,
229,04/11/2025,2025-04-13,COSTCO WHSE #0488,Shopping,Sale,-3.0,,,
230,04/11/2025,2025-04-13,M&amp;M MARKET,Shopping,Sale,-9.52,,,
231,04/11/2025,2025-04-13,COSTCO GAS #0488,Gas,Sale,-37.74,,,
232,04/08/2025,2025-04-09,UCSD PARKING MOBILE EBIZ,Travel,Sale,-3.67,,,
233,04/07/2025,2025-04-09,VONS #2012,Groceries,Sale,-3.78,,,
234,04/07/2025,2025-04-08,NORTHGATE MARKET #036,Groceries,Sale,-108.3,,,
235,04/06/2025,2025-04-08,SUSHI KUCHI-PB,Food & Drink,Sale,-68.74,,,
236,04/06/2025,2025-04-06,GOOGLE *Google One,Professional Services,Sale,-2.99,,,
237,04/03/2025,2025-04-06,HYATT REGENCY CRYSTAL CI,Travel,Sale,-6.36,,,
238,04/04/2025,2025-04-06,TST*JAKES - DEL MAR,Food & Drink,Sale,-190.55,,,
239,04/04/2025,2025-04-06,GOOGLE *YouTubePremium,Entertainment,Sale,-13.99,,,
240,04/05/2025,2025-04-06,LAZ PARKING M14609-5,Travel,Sale,-30.0,,,
241,04/05/2025,2025-04-06,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-32.6,,,
242,04/04/2025,2025-04-06,LEMONGRASS,Food & Drink,Sale,-20.69,,,
243,04/02/2025,2025-04-04,HYATT REGENCY CRYSTAL CI,Travel,Sale,-952.35,,,
244,04/02/2025,2025-04-04,HYATT REG CRYSTAL CT F&amp;B,Food & Drink,Sale,-29.5,,,
245,04/02/2025,2025-04-04,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-23.27,,,
246,04/02/2025,2025-04-04,BISTRO ATELIER,Food & Drink,Sale,-31.59,,,
247,04/01/2025,2025-04-03,IL PIATTO,Food & Drink,Sale,-65.87,,,
248,04/01/2025,2025-04-03,HYATT REG CRYSTAL CT F&amp;B,Food & Drink,Sale,-19.6,,,
249,04/01/2025,2025-04-02,Payment Thank You - Web,,Payment,2519.21,,,
250,03/31/2025,2025-04-02,HYATT REG CRYSTAL CT F&amp;B,Food & Drink,Sale,-19.6,,,
251,04/01/2025,2025-04-01,LANTERN RESTAURANT,Food & Drink,Sale,-35.52,,,
252,03/30/2025,2025-04-01,TST*HIGH FLYING FOODS -,Food & Drink,Sale,-26.27,,,
