,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
590,09/29/2024,2024-09-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
591,09/27/2024,2024-09-29,ROSS STORE #348,Shopping,Sale,-15.06,,,
592,09/28/2024,2024-09-29,COSTCO GAS #0488,Gas,Sale,-33.89,,,
593,09/27/2024,2024-09-29,BLUE PEPPER ASIAN CUISIN,Food & Drink,Sale,-14.55,,,
594,09/28/2024,2024-09-29,RALPHS #0077,Groceries,Sale,-74.82,,,
595,09/26/2024,2024-09-29,ROSS STORE #348,Shopping,Sale,-29.08,,,
596,09/26/2024,2024-09-27,SQ *SUL &amp; BEANS CONVOY,Groceries,Sale,-9.7,,,
597,09/25/2024,2024-09-27,FOOD4LESS #0333,Groceries,Sale,-4.99,,,
598,09/24/2024,2024-09-26,ROSS STORE #348,Shopping,Sale,-39.84,,,
599,09/25/2024,2024-09-26,NORTHGATE MARKET #036,Groceries,Sale,-5.8,,,
600,09/24/2024,2024-09-25,WAL-MART #2177,Shopping,Sale,-20.41,,,
601,09/24/2024,2024-09-25,WAL-MART #2177,Shopping,Sale,-118.74,,,
602,09/22/2024,2024-09-24,HAZARD CENTER GAS MART,Gas,Sale,-20.37,,,
603,09/23/2024,2024-09-24,LEMONGRASS,Food & Drink,Sale,-8.89,,,
604,09/18/2024,2024-09-18,SHEIN.COM,Shopping,Return,15.71,,,
605,09/18/2024,2024-09-18,SHEIN.COM,Shopping,Return,19.03,,,
606,09/18/2024,2024-09-18,SHEIN.COM,Shopping,Return,14.82,,,
607,09/15/2024,2024-09-17,RALPHS #0077,Groceries,Sale,-3.8,,,
608,09/14/2024,2024-09-15,COSTCO WHSE #0488,Shopping,Return,64.64,,,
609,09/13/2024,2024-09-15,CITY OF DEL MAR PARKING,Travel,Sale,-8.3,,,
610,09/13/2024,2024-09-15,AMC 9640 ONLINE,Entertainment,Sale,-40.36,,,
611,09/14/2024,2024-09-15,RALPHS #0077,Groceries,Sale,-2.99,,,
612,09/13/2024,2024-09-15,CHIPOTLE 0107,Food & Drink,Sale,-10.34,,,
613,09/14/2024,2024-09-15,RALPHS #0077,Groceries,Sale,-61.53,,,
614,09/14/2024,2024-09-15,COSTCO WHSE #0488,Shopping,Sale,-150.58,,,
615,09/12/2024,2024-09-15,AMC 0455 UNIVERSITY TOWN,Entertainment,Sale,-15.6,,,
616,09/11/2024,2024-09-12,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-41.17,,,
617,09/12/2024,2024-09-12,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,,,
618,09/10/2024,2024-09-11,T.J. MAXX #1476,Shopping,Sale,-30.14,,,
619,09/09/2024,2024-09-10,COSTCO GAS #0401,Gas,Sale,-34.95,,,
620,09/08/2024,2024-09-09,EL MUNDO DEL TANGO,Food & Drink,Sale,-20.0,,,
621,09/08/2024,2024-09-09,RALPHS #0077,Groceries,Sale,-28.6,,,
622,09/06/2024,2024-09-08,RALPHS #0077,Groceries,Sale,-5.98,,,
623,09/06/2024,2024-09-08,NORTHGATE MARKET #036,Groceries,Sale,-90.9,,,
624,09/05/2024,2024-09-08,ROSS STORE #348,Shopping,Sale,-5.38,,,
625,09/06/2024,2024-09-08,GOOGLE *Google One,Shopping,Sale,-0.75,,,
626,09/03/2024,2024-09-05,CVS/PHARMACY #09963,Health & Wellness,Sale,-22.87,,,
627,09/04/2024,2024-09-05,GOOGLE *YouTubePremium,Shopping,Sale,-7.99,,,
628,09/03/2024,2024-09-04,Payment Thank You - Web,,Payment,2286.88,,,
629,09/02/2024,2024-09-04,TST*EL VIEJON CHULA VIST,Food & Drink,Sale,-48.95,,,
630,09/02/2024,2024-09-03,RALPHS #0077,Groceries,Sale,-47.52,,,
631,09/02/2024,2024-09-03,WHOLEFDS HIL 10072,Groceries,Sale,-30.49,,,
632,09/01/2024,2024-09-02,COSTCO WHSE #0488,Shopping,Sale,-222.57,,,
633,09/01/2024,2024-09-02,COSTCO WHSE #0488,Shopping,Return,10.76,,,
634,09/01/2024,2024-09-02,COSTCO WHSE #0488,Shopping,Sale,-2.89,,,
635,09/01/2024,2024-09-01,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-95.0,,,
636,08/31/2024,2024-09-01,RALPHS #0077,Groceries,Sale,-5.99,,,
637,08/30/2024,2024-09-01,IN-N-OUT PACIFIC BEACH,Food & Drink,Sale,-20.58,,,
