,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
160,09/25/2024,2024-09-26,WWW.MAJEST* WWW.MAJEST,Health & Wellness,Sale,-87.0,,,
161,09/23/2024,2024-09-23,AMAZON MKTPL*XH5ZX6GE3,Shopping,Sale,-10.76,,,
162,09/23/2024,2024-09-23,AMAZON MKTPL*8S2EO3YR3,Shopping,Sale,-13.78,,,
163,09/23/2024,2024-09-23,AMAZON MKTPL*O415P0W33,Shopping,Sale,-3.98,,,
164,09/21/2024,2024-09-22,AMAZON MKTPL*AF6DK0T43,Shopping,Sale,-376.13,,,
165,09/17/2024,2024-09-18,GEICO  *AUTO,Bills & Utilities,Sale,-906.03,,,
166,09/14/2024,2024-09-15,AMAZON MKTPL*UG3955SR3,Shopping,Sale,-24.18,,,
167,09/12/2024,2024-09-13,AMAZON MKTPL*D42DR24C3,Shopping,Sale,-36.62,,,
168,09/12/2024,2024-09-13,UBER   *TRIP,Travel,Sale,-19.93,,,
169,09/12/2024,2024-09-13,Spectrum,Bills & Utilities,Sale,-73.24,,,
170,09/03/2024,2024-09-04,Payment Thank You - Web,,Payment,149.31,,,
171,09/04/2024,2024-09-04,Kindle Unltd*ZT66794N0,Shopping,Sale,-11.99,,,
172,09/03/2024,2024-09-04,PAYPAL *STEAM GAMES,Entertainment,Sale,-19.98,,,
173,09/02/2024,2024-09-02,Amazon Prime*RK0E88K01,Bills & Utilities,Sale,-16.15,,,
