,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
238,04/30/2024,2024-04-30,UBER   TRIP,Travel,Sale,-48.58,,,
239,04/26/2024,2024-04-28,UCSD PARKING MOBILE EBIZ,Travel,Sale,-2.85,,,
240,04/24/2024,2024-04-25,Amazon.com*A80XQ4JX3,Shopping,Sale,-9.36,,,
241,04/22/2024,2024-04-23,AMZN Mktp US*HY1UQ1553,Shopping,Sale,-15.07,,,
242,04/21/2024,2024-04-22,AMZN Mktp US*V48EO24X3,Shopping,Sale,-15.07,,,
243,04/17/2024,2024-04-18,PAYPAL *SPOTIFYUSAI,Bills & Utilities,Sale,-14.99,,,
244,04/14/2024,2024-04-15,AMZN Mktp US*3V13Y5XO3,Shopping,Sale,-17.23,,,
245,04/14/2024,2024-04-15,AMZN Mktp US*S93WI8SU3,Shopping,Sale,-10.75,,,
246,04/12/2024,2024-04-14,Spectrum,Bills & Utilities,Sale,-56.99,,,
247,04/11/2024,2024-04-11,AMZN Mktp US*CK6DN5073,Shopping,Sale,-18.2,,,
248,04/07/2024,2024-04-08,AMZN Mktp US*9V5N064R3,Shopping,Sale,-30.16,,,
249,04/05/2024,2024-04-07,AMZN Mktp US*NV19K99B3,Shopping,Sale,-7.86,,,
250,04/06/2024,2024-04-07,AMZN Mktp US*IN6346OI3,Shopping,Sale,-9.69,,,
251,04/07/2024,2024-04-07,AMZN Mktp US*4I7D32073,Shopping,Sale,-11.99,,,
252,04/02/2024,2024-04-03,Amazon Prime*8698D35Z3,Bills & Utilities,Sale,-16.15,,,
253,04/01/2024,2024-04-02,PAYPAL *STEAM GAMES,Entertainment,Sale,-9.99,,,
254,04/01/2024,2024-04-01,AMZN Mktp US*RA7DO0HY1,Shopping,Sale,-11.42,,,
