,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
835,04/29/2024,2024-04-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
836,04/28/2024,2024-04-30,UNITED      0164296402269,Travel,Sale,-41.6,,,
837,04/27/2024,2024-04-29,OXXO PANUCHO,Groceries,Sale,-5.14,,,
838,04/28/2024,2024-04-28,AUTOMATIC PAYMENT - THANK,,Payment,93.55,,,
839,04/27/2024,2024-04-28,TELCEL,Bills & Utilities,Sale,-5.84,,,
840,04/26/2024,2024-04-28,RALPHS #0077,Groceries,Sale,-19.38,,,
841,04/27/2024,2024-04-28,CROSS BORDER XPRESS,Personal,Sale,-39.9,,,
842,04/26/2024,2024-04-28,AMERICAN AIR0012136086489,Travel,Sale,-315.6,,,
843,04/23/2024,2024-04-25,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-18.64,,,
844,04/20/2024,2024-04-22,VONS #2012,Groceries,Sale,-7.53,,,
845,04/21/2024,2024-04-22,FOOD4LESS #0333,Groceries,Sale,-18.27,,,
846,04/20/2024,2024-04-21,CHEVRON 0208578,Gas,Sale,-30.02,,,
847,04/20/2024,2024-04-21,FOOD4LESS #0333,Groceries,Sale,-12.49,,,
848,04/18/2024,2024-04-19,COSTCO WHSE #0488,Shopping,Sale,-1.49,,,
849,04/17/2024,2024-04-19,ROSS STORE #348,Shopping,Sale,-8.29,,,
850,04/18/2024,2024-04-19,COSTCO WHSE #0488,Shopping,Sale,-287.25,,,
851,04/13/2024,2024-04-15,SAN DIEGO WHALE WATCH,Food & Drink,Sale,-6.24,,,
852,04/13/2024,2024-04-14,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-45.46,,,
853,04/14/2024,2024-04-14,AMERICAN AIR0012132682193,Travel,Sale,-358.26,,,
854,04/11/2024,2024-04-12,M&amp;M MARKET,Shopping,Sale,-5.95,,,
855,04/12/2024,2024-04-12,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0,,,
856,04/11/2024,2024-04-12,RALPHS #0077,Groceries,Sale,-25.19,,,
857,04/11/2024,2024-04-12,A - MART OLD TOWN,Groceries,Sale,-3.0,,,
858,04/08/2024,2024-04-10,ROSS STORE #348,Shopping,Sale,-37.66,,,
859,04/07/2024,2024-04-09,TST* STRATFORD COURT CAFE,Food & Drink,Sale,-10.7,,,
860,04/07/2024,2024-04-08,COSTCO GAS #0488,Gas,Sale,-38.0,,,
861,04/07/2024,2024-04-08,CHEESECAKE SAN DIEGO,Food & Drink,Sale,-107.93,,,
862,04/06/2024,2024-04-08,ROSS STORE #348,Shopping,Sale,-8.38,,,
863,04/05/2024,2024-04-07,COSTCO WHSE #0488,Shopping,Sale,-185.02,,,
864,04/05/2024,2024-04-07,TARGET        00014100,Shopping,Sale,-35.08,,,
865,04/05/2024,2024-04-07,COSTCO WHSE #0488,Shopping,Sale,-5.78,,,
866,04/04/2024,2024-04-07,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-18.64,,,
867,04/02/2024,2024-04-03,FEDEX OFFIC26900026930,Personal,Sale,-1.01,,,
868,04/03/2024,2024-04-03,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-9.0,,,
869,04/03/2024,2024-04-03,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-49.74,,,
870,04/01/2024,2024-04-03,ROSS STORE #348,Shopping,Sale,-19.35,,,
871,04/01/2024,2024-04-02,RALPHS 0077,Groceries,Sale,-14.45,,,
872,04/01/2024,2024-04-01,Payment Thank You - Web,,Payment,61.08,,,
