,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
76,02/25/2025,2025-02-26,AMAZON MKTPL*0332B0TU3,Shopping,Sale,-10.2,,,
77,02/25/2025,2025-02-25,AMAZON MKTPL*4U37E6YA3,Shopping,Sale,-17.39,,,
78,02/19/2025,2025-02-20,REGENT UNIV CA SAN DIE,Education,Sale,-3.0,,,
79,02/19/2025,2025-02-20,REGENT UNIV CA SAN DIE,Education,Sale,-0.08,,,
80,02/17/2025,2025-02-18,AMAZON MKTPL*AZ7DP19X3,Shopping,Sale,-28.11,,,
81,02/12/2025,2025-02-13,Spectrum,Bills & Utilities,Sale,-76.24,,,
82,02/10/2025,2025-02-11,AMAZON MKTPL*1S2QT7RS3,Shopping,Sale,-26.93,,,
83,02/09/2025,2025-02-09,AMAZON MKTPL*NO9OA6IB3,Shopping,Sale,-16.36,,,
84,02/03/2025,2025-02-04,Amazon.com,Shopping,Return,208.49,,,
85,02/03/2025,2025-02-04,Kindle Unltd*ZC5DQ3YX1,Shopping,Sale,-11.99,,,
86,02/03/2025,2025-02-04,Amazon.com*ZC77O1YW1,Shopping,Sale,-247.81,,,
87,02/04/2025,2025-02-04,AMAZON MKTPL*7A2AQ1ER3,Shopping,Sale,-15.07,,,
88,02/03/2025,2025-02-04,AMAZON MKTPL*Z71G15AZ0,Shopping,Sale,-15.59,,,
89,02/03/2025,2025-02-03,Payment Thank You - Web,,Payment,1119.99,,,
90,02/03/2025,2025-02-03,Amazon.com*Z73II3TO0,Shopping,Sale,-53.82,,,
91,02/02/2025,2025-02-03,Amazon.com*ZC2P256H1,Shopping,Sale,-16.67,,,
92,02/02/2025,2025-02-03,Amazon Prime*Z75LL4LU0,Bills & Utilities,Sale,-16.15,,,
93,01/31/2025,2025-02-02,AMAZON MKTPL*ZC3P91IG0,Shopping,Sale,-26.93,,,
94,02/01/2025,2025-02-02,AMAZON MKTPL*ZC6TF6W10,Shopping,Sale,-19.32,,,
