,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
304,02/28/2025,2025-02-28,AUTOMATIC PAYMENT - THANK,,Payment,246.54,,,
305,02/27/2025,2025-02-28,SQ *ICESKIMO - CONVOY,Food & Drink,Sale,-7.5,,,
306,02/27/2025,2025-02-28,TST*EL VIEJON SEAFOOD,Food & Drink,Sale,-19.24,,,
307,02/26/2025,2025-02-28,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-21.17,,,
308,02/28/2025,2025-02-28,SQ *KURA REVOLVING SUSHI,Food & Drink,Sale,-61.42,,,
309,02/25/2025,2025-02-27,ROSS STORE #348,Shopping,Sale,-16.15,,,
310,02/23/2025,2025-02-24,COSTCO GAS #0488,Gas,Sale,-37.53,,,
311,02/23/2025,2025-02-24,SQ *HANDEL'S HOMEMADE ICE,Groceries,Sale,-22.5,,,
312,02/22/2025,2025-02-23,COSTCO WHSE #0488,Shopping,Sale,-1.7,,,
313,02/21/2025,2025-02-23,RALPHS #0077,Groceries,Sale,-66.77,,,
314,02/21/2025,2025-02-23,RALPHS #0077,Groceries,Sale,-23.19,,,
315,02/22/2025,2025-02-23,COSTCO WHSE #0488,Shopping,Sale,-21.44,,,
316,02/19/2025,2025-02-21,TST*YOMIES RICE YOGURT-,Food & Drink,Sale,-9.15,,,
317,02/20/2025,2025-02-21,UCSD PARKING,Education,Sale,-129.0,,,
318,02/19/2025,2025-02-21,TST*YOMIES RICE YOGURT-,Food & Drink,Sale,-21.39,,,
319,02/19/2025,2025-02-20,UCSD PARKING,Education,Sale,-7.35,,,
320,02/18/2025,2025-02-18,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
321,02/16/2025,2025-02-18,THE MARINE ROOM,Food & Drink,Sale,-281.9,,,
322,02/16/2025,2025-02-18,THE MARINE ROOM,Food & Drink,Sale,-49.1,,,
323,02/14/2025,2025-02-16,LEMONGRASS,Food & Drink,Sale,-8.89,,,
324,02/13/2025,2025-02-16,RALPHS #0077,Groceries,Sale,-34.53,,,
325,02/13/2025,2025-02-16,RALPHS #0077,Groceries,Sale,-39.94,,,
326,02/14/2025,2025-02-16,OAK RIDGE ASSOC UNIV INC,Education,Sale,-120.0,,,
327,02/14/2025,2025-02-16,UCSD PARKING,Education,Sale,-7.35,,,
328,02/13/2025,2025-02-14,COSTCO WHSE #0488,Shopping,Sale,-226.44,,,
329,02/13/2025,2025-02-14,TST* MIC DROP COMEDY CLUB,Food & Drink,Sale,-48.74,,,
330,02/13/2025,2025-02-14,COSTCO GAS #0488,Gas,Sale,-32.06,,,
331,02/11/2025,2025-02-13,AZTEC RECREATION,Education,Sale,-16.0,,,
332,02/12/2025,2025-02-13,TST* OGGI'S PIZZA AND BRE,Food & Drink,Sale,-20.45,,,
333,02/12/2025,2025-02-12,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,,,
334,02/09/2025,2025-02-11,VALLARTA EXPRESS MEXICAN,Food & Drink,Sale,-33.36,,,
335,02/08/2025,2025-02-10,DENNY'S #8743,Food & Drink,Sale,-51.0,,,
336,02/07/2025,2025-02-09,COSTCO WHSE #0401,Shopping,Sale,-32.16,,,
337,02/07/2025,2025-02-09,COSTCO WHSE #0401,Shopping,Sale,-3.23,,,
338,02/07/2025,2025-02-09,RALPHS #0077,Groceries,Sale,-21.97,,,
339,02/06/2025,2025-02-07,INTUIT *TURBOTAX,Shopping,Sale,-128.0,,,
340,02/05/2025,2025-02-07,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-16.17,,,
341,02/06/2025,2025-02-06,GOOGLE *Google One,Shopping,Sale,-2.99,,,
342,02/05/2025,2025-02-06,UCSD PARKING MOBILE EBIZ,Travel,Sale,-3.02,,,
343,02/04/2025,2025-02-05,GOOGLE *YouTubePremium,Shopping,Sale,-7.99,,,
344,02/03/2025,2025-02-03,Payment Thank You - Web,,Payment,2480.02,,,
345,02/02/2025,2025-02-03,TARGET        00014100,Shopping,Sale,-36.6,,,
346,02/02/2025,2025-02-03,COSTCO WHSE #0488,Shopping,Sale,-209.94,,,
347,02/01/2025,2025-02-02,COSTCO WHSE #0488,Shopping,Sale,-2.68,,,
348,02/01/2025,2025-02-02,COSTCO GAS #0488,Gas,Sale,-33.37,,,
349,02/01/2025,2025-02-02,COSTCO WHSE #0488,Shopping,Sale,-21.44,,,
350,01/31/2025,2025-02-02,DENNY'S #8743,Food & Drink,Sale,-51.9,,,
