,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
95,01/30/2025,2025-01-30,AMAZON MKTPL*ZC7ZX56L0,Shopping,Sale,-12.92,,,
96,01/29/2025,2025-01-29,AMAZON MKTPL*ZC4CD15N0,Shopping,Sale,-23.59,,,
97,01/26/2025,2025-01-28,AMAZON MKTPL*ZG4J39BT1,Shopping,Sale,-14.0,,,
98,01/26/2025,2025-01-28,Amazon.com*ZG1J22BU1,Shopping,Sale,-10.23,,,
99,01/21/2025,2025-01-22,Amazon.com*ZG2KR5XC0,Shopping,Sale,-208.49,,,
100,01/19/2025,2025-01-20,AMAZON MKTPL*Z50VE7PO1,Shopping,Sale,-25.18,,,
101,01/19/2025,2025-01-19,AMAZON MKTPL*ZG35H0OS0,Shopping,Sale,-17.23,,,
102,01/18/2025,2025-01-19,Amazon.com*Z54EH7EG1,Shopping,Sale,-37.7,,,
103,01/13/2025,2025-01-14,Amazon.com*Z595V7WM2,Shopping,Sale,-14.54,,,
104,01/13/2025,2025-01-14,SDSU,Education,Sale,-160.0,,,
105,01/13/2025,2025-01-13,AMAZON MKTPL*ZD40M2VF1,Shopping,Sale,-10.76,,,
106,01/12/2025,2025-01-13,AMAZON MKTPL*Z55JQ5CI0,Shopping,Sale,-43.05,,,
107,01/12/2025,2025-01-13,Amazon.com*ZD0ZC0WR0,Shopping,Sale,-53.88,,,
108,01/12/2025,2025-01-13,Spectrum,Bills & Utilities,Sale,-73.24,,,
109,01/12/2025,2025-01-13,AMAZON MKTPL*Z51SR49V2,Shopping,Sale,-43.05,,,
110,01/10/2025,2025-01-12,AMAZON MKTPL*Z55EQ65P2,Shopping,Sale,-28.0,,,
111,01/11/2025,2025-01-12,AMAZON MKTPL*Z50RS1BX2,Shopping,Sale,-10.76,,,
112,01/09/2025,2025-01-09,MINT MOBILE,Bills & Utilities,Sale,-219.12,,,
113,01/06/2025,2025-01-07,Payment Thank You - Web,,Payment,364.15,,,
114,01/05/2025,2025-01-07,MTA*METROCARD MACHINE,Travel,Sale,-34.0,,,
115,01/05/2025,2025-01-07,MTA*METROCARD MACHINE,Travel,Sale,-34.0,,,
116,01/04/2025,2025-01-05,Kindle Unltd*ZP0255L51,Shopping,Sale,-11.99,,,
117,01/02/2025,2025-01-02,Amazon Prime*ZD64K6CL2,Bills & Utilities,Sale,-16.15,,,
