,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
19,01/27/2025,2025-01-29,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.0,,,
20,01/24/2025,2025-01-28,AZTEC MARKET BELL PAVI,Gifts & Donations,Sale,-2.99,,,
21,01/25/2025,2025-01-28,GOOGLE *YouTube,Bills & Utilities,Sale,-7.99,,,
22,01/23/2025,2025-01-26,FACULTY STAFF CLUB 472,Gifts & Donations,Sale,-16.0,,,
23,01/21/2025,2025-01-22,M&amp;M MARKET,Shopping,Sale,-7.8,,,
24,01/21/2025,2025-01-22,T.J. MAXX #1476,Shopping,Sale,-24.76,,,
25,01/15/2025,2025-01-16,MTS- PRONTO,Travel,Sale,-5.0,,,
26,01/14/2025,2025-01-15,MTS- PRONTO,Travel,Sale,-5.0,,,
27,01/11/2025,2025-01-12,MTS- PRONTO,Travel,Sale,-5.0,,,
28,01/06/2025,2025-01-07,Payment Thank You - Web,,Payment,185.41,,,
