,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
638,08/29/2024,2024-08-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
639,08/29/2024,2024-08-30,UCSD STUDENT HEALTH SVC,Health & Wellness,Sale,-5.0,,,
640,08/28/2024,2024-08-30,ROSS STORE #348,Shopping,Sale,-5.38,,,
641,08/27/2024,2024-08-29,TST* SALT AND STRAW - UTC,Food & Drink,Sale,-8.54,,,
642,08/28/2024,2024-08-29,UCSD STUDENT HEALTH SVC,Health & Wellness,Sale,-7.0,,,
643,08/28/2024,2024-08-29,USPS PO 0566080122,Shopping,Sale,-9.85,,,
644,08/28/2024,2024-08-29,UCSD PARKING MOBILE EBIZ,Travel,Sale,-2.25,,,
645,08/28/2024,2024-08-29,COSTCO GAS #0488,Gas,Sale,-36.05,,,
646,08/27/2024,2024-08-29,PHILS BBQ POINT LOMA REST,Food & Drink,Sale,-63.12,,,
647,08/27/2024,2024-08-28,RALPHS #0108,Groceries,Sale,-5.25,,,
648,08/26/2024,2024-08-27,COSTCO WHSE #0488,Shopping,Sale,-100.12,,,
649,08/24/2024,2024-08-26,ROSS STORE #348,Shopping,Sale,-146.49,,,
650,08/25/2024,2024-08-26,LAS AHUMADERAS,Food & Drink,Sale,-52.49,,,
651,08/25/2024,2024-08-26,TST* AN'S DRY CLEANING NO,Food & Drink,Sale,-10.82,,,
652,08/24/2024,2024-08-26,DENNY'S #9501,Food & Drink,Sale,-32.64,,,
653,08/23/2024,2024-08-25,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-45.46,,,
654,08/23/2024,2024-08-25,EXXON AKB PETROLEUM INC.,Gas,Sale,-28.05,,,
655,08/22/2024,2024-08-23,AMERICAN INSTITUTE OF,Shopping,Sale,-595.0,,,
656,08/21/2024,2024-08-22,M&amp;M MARKET,Shopping,Sale,-2.8,,,
657,08/20/2024,2024-08-21,WF*LAJOLLA,Health & Wellness,Sale,-97.6,,,
658,08/19/2024,2024-08-19,SHEIN.COM,Shopping,Sale,-4.2,,,
659,08/19/2024,2024-08-19,SHEIN.COM,Shopping,Sale,-172.73,,,
660,08/18/2024,2024-08-19,RALPHS #0077,Groceries,Sale,-11.43,,,
661,08/17/2024,2024-08-18,COSTCO WHSE #0488,Shopping,Sale,-30.97,,,
662,08/16/2024,2024-08-18,MICHELINES PITA HOUSE,Food & Drink,Sale,-15.62,,,
663,08/16/2024,2024-08-18,YOGURT WORLD UCSD,Food & Drink,Sale,-2.32,,,
664,08/14/2024,2024-08-15,LEMONGRASS,Food & Drink,Sale,-9.91,,,
665,08/14/2024,2024-08-15,NORTHGATE MARKET #036,Groceries,Sale,-111.41,,,
666,08/12/2024,2024-08-13,COSTCO GAS #0488,Gas,Sale,-32.5,,,
667,08/11/2024,2024-08-12,RALPHS #0077,Groceries,Sale,-40.11,,,
668,08/12/2024,2024-08-12,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.0,,,
669,08/11/2024,2024-08-12,COSTCO WHSE #0488,Shopping,Sale,-261.78,,,
670,08/10/2024,2024-08-11,FOOD4LESS #0333,Groceries,Sale,-13.68,,,
671,08/04/2024,2024-08-05,GOOGLE *YouTubePremium,Shopping,Sale,-7.99,,,
672,08/03/2024,2024-08-04,Payment Thank You - Web,,Payment,961.53,,,
673,08/03/2024,2024-08-04,TM *LA COTORRISA,Entertainment,Return,11.8,,,
674,08/03/2024,2024-08-04,TM *LA COTORRISA,Entertainment,Return,202.7,,,
675,08/02/2024,2024-08-04,CRUNCHYROLL *MEMBERSHI,Bills & Utilities,Sale,-11.99,,,
676,08/02/2024,2024-08-04,COSTCO WHSE #0488,Health & Wellness,Sale,-134.14,,,
677,08/03/2024,2024-08-04,99 RANCH #1016,Groceries,Sale,-3.49,,,
678,07/31/2024,2024-08-01,PETSMART # 2449,Shopping,Sale,-15.07,,,
679,07/31/2024,2024-08-01,RELIANT PARKING,Travel,Sale,-15.0,,,
