,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
316,11/25/2023,2023-11-26,AMZN Mktp US*390AI70H3,Shopping,Sale,-107.71,,,
317,11/25/2023,2023-11-26,AMZN Mktp US*G11LP01I3,Shopping,Sale,-14.0,,,
318,11/23/2023,2023-11-24,AMZN Mktp US*ZH8YG7ME3,Shopping,Sale,-8.61,,,
319,11/23/2023,2023-11-24,PAYPAL *STEAM GAMES,Entertainment,Sale,-4.99,,,
320,11/20/2023,2023-11-21,CRUNCHYROLL *TRIAL,Bills & Utilities,Sale,-9.99,,,
321,11/17/2023,2023-11-19,UCSD PARKING MOBILE EBIZ,Travel,Sale,-5.7,,,
322,11/17/2023,2023-11-19,AMZN Mktp US*JQ8EG47R3,Shopping,Sale,-18.26,,,
323,11/16/2023,2023-11-17,PAYPAL *SPOTIFYUSAI,Bills & Utilities,Sale,-14.99,,,
324,11/13/2023,2023-11-14,AMZN Mktp US*UO1M02Y73,Shopping,Sale,-30.17,,,
325,11/13/2023,2023-11-13,Amazon.com*TY19V8GD3,Shopping,Sale,-16.11,,,
326,11/13/2023,2023-11-13,AMZN Mktp US*336MQ9BO3,Shopping,Sale,-24.23,,,
327,11/12/2023,2023-11-13,Amazon.com*F50Z44GY3,Shopping,Sale,-16.11,,,
328,11/13/2023,2023-11-13,AMZN Mktp US*N41B927I3,Shopping,Sale,-9.69,,,
329,11/12/2023,2023-11-13,AMZN Mktp US*F36MT0H03,Shopping,Sale,-35.97,,,
330,11/12/2023,2023-11-13,Spectrum,Bills & Utilities,Sale,-54.99,,,
331,11/12/2023,2023-11-13,AMZN Mktp US*K62CR1DB3,Shopping,Sale,-10.71,,,
332,11/11/2023,2023-11-12,AMZN Mktp US*DA9RY1BA3,Shopping,Sale,-263.98,,,
333,11/10/2023,2023-11-12,AMZN Mktp US*5O16F9T73,Shopping,Sale,-30.33,,,
334,11/06/2023,2023-11-07,AMZN Mktp US*SY7M52Y23,Shopping,Sale,-21.98,,,
335,11/05/2023,2023-11-06,Amazon.com*0A5IB9Q73,Shopping,Sale,-15.34,,,
336,11/05/2023,2023-11-06,AMZN Mktp US*BO3M20CE3,Shopping,Sale,-14.01,,,
337,11/03/2023,2023-11-05,RALPHS 0077,Groceries,Sale,-68.74,,,
338,11/01/2023,2023-11-03,BURGER KING #16576 Q07,Food & Drink,Sale,-19.48,,,
339,11/02/2023,2023-11-03,SDSU,Education,Sale,-57.6,,,
340,11/01/2023,2023-11-02,Payment Thank You - Web,,Payment,394.55,,,
341,11/02/2023,2023-11-02,Amazon Prime*FR6024H03,Bills & Utilities,Sale,-16.15,,,
342,10/31/2023,2023-11-01,RALPHS 0108,Groceries,Sale,-9.98,,,
