,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
1097,11/28/2023,2023-11-30,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-17.46,,,
1098,11/28/2023,2023-11-28,AUTOMATIC PAYMENT - THANK,,Payment,49.74,,,
1099,11/26/2023,2023-11-28,FOOD4LESS 0333,Groceries,Sale,-25.61,,,
1100,11/24/2023,2023-11-26,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
1101,11/22/2023,2023-11-23,COSTCO WHSE #0488,Shopping,Sale,-5.78,,,
1102,11/22/2023,2023-11-23,COSTCO WHSE #0488,Shopping,Sale,-85.17,,,
1103,11/17/2023,2023-11-19,RALPHS 0077,Groceries,Sale,-30.18,,,
1104,11/18/2023,2023-11-19,COSTCO GAS #0488,Gas,Sale,-34.14,,,
1105,11/18/2023,2023-11-19,COSTCO WHSE #0488,Shopping,Sale,-6.97,,,
1106,11/14/2023,2023-11-16,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-16.05,,,
1107,11/15/2023,2023-11-16,NORTHGATE MARKET #036,Groceries,Sale,-15.16,,,
1108,11/12/2023,2023-11-13,COSTCO WHSE #0488,Shopping,Sale,-110.52,,,
1109,11/12/2023,2023-11-13,COSTCO WHSE #0488,Shopping,Sale,-5.78,,,
1110,11/11/2023,2023-11-12,SD TAPROOM,Food & Drink,Sale,-122.36,,,
1111,11/10/2023,2023-11-12,FOOD4LESS 0333,Groceries,Sale,-52.1,,,
1112,11/10/2023,2023-11-12,RALPHS 0077,Groceries,Sale,-13.96,,,
1113,11/09/2023,2023-11-10,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-28.32,,,
1114,11/09/2023,2023-11-10,LEMONGRASS,Food & Drink,Sale,-8.3,,,
1115,11/06/2023,2023-11-07,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-28.32,,,
1116,11/06/2023,2023-11-07,UCSD HDH CLUB MED,Education,Sale,-5.0,,,
1117,11/05/2023,2023-11-07,RALPHS 0077,Groceries,Sale,-9.49,,,
1118,11/05/2023,2023-11-06,NOIL USA - SAN DIEGO,Gas,Sale,-10.0,,,
1119,11/05/2023,2023-11-06,COSTCO GAS #0488,Gas,Sale,-32.34,,,
1120,11/05/2023,2023-11-06,FOOD4LESS 0333,Groceries,Sale,-41.06,,,
1121,11/04/2023,2023-11-05,COSTCO WHSE #0488,Shopping,Sale,-80.76,,,
1122,11/02/2023,2023-11-02,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-49.74,,,
1123,11/01/2023,2023-11-02,Payment Thank You - Web,,Payment,982.55,,,
