,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
75,06/29/2025,2025-06-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
76,06/28/2025,2025-06-29,COSTCO WHSE #0488,Shopping,Sale,-108.39,,,
77,06/27/2025,2025-06-29,UCSD PARKING MOBILE EBIZ,Travel,Sale,-3.68,,,
78,06/28/2025,2025-06-29,MTS- PRONTO,Travel,Sale,-5.0,,,
79,06/28/2025,2025-06-29,TST* BALLAST POINT LITTLE,Food & Drink,Sale,-72.4,,,
80,06/27/2025,2025-06-29,LEMONGRASS,Food & Drink,Sale,-20.69,,,
81,06/28/2025,2025-06-29,STEAMGAMES.COM 4259522985,Entertainment,Sale,-15.98,,,
82,06/27/2025,2025-06-27,AUTOMATIC PAYMENT - THANK,,Payment,61.75,,,
83,06/25/2025,2025-06-26,LEMONGRASS,Food & Drink,Sale,-11.8,,,
84,06/25/2025,2025-06-26,LEMONGRASS,Food & Drink,Sale,-8.89,,,
85,06/24/2025,2025-06-25,LEMONGRASS,Food & Drink,Sale,-8.89,,,
86,06/24/2025,2025-06-25,UCSD PARKING MOBILE EBIZ,Travel,Sale,-0.01,,,
87,06/23/2025,2025-06-24,COSTCO GAS #0488,Gas,Sale,-28.57,,,
88,06/23/2025,2025-06-24,GITHUB  INC.,Professional Services,Sale,-10.0,,,
89,06/23/2025,2025-06-24,UCSD PARKING MOBILE EBIZ,Travel,Sale,-0.01,,,
90,06/21/2025,2025-06-23,CITY OF SANTA MONICA,Travel,Sale,-2.5,,,
91,06/22/2025,2025-06-23,CVS/PHARMACY #09963,Health & Wellness,Sale,-9.11,,,
92,06/21/2025,2025-06-23,RALPHS #0077,Groceries,Sale,-68.65,,,
93,06/22/2025,2025-06-23,CVS/PHARMACY #09963,Health & Wellness,Sale,-129.95,,,
94,06/22/2025,2025-06-23,SQ *PARFAIT PARIS,Food & Drink,Sale,-14.57,,,
95,06/22/2025,2025-06-23,TST*COCINA 35 - CORONADO,Food & Drink,Sale,-182.06,,,
96,06/22/2025,2025-06-23,RALPHS #0077,Groceries,Sale,-9.08,,,
97,06/21/2025,2025-06-22,COSTCO GAS #0488,Gas,Sale,-20.88,,,
98,06/20/2025,2025-06-22,91121-BUSY BEE CAFE,Food & Drink,Sale,-58.15,,,
99,06/19/2025,2025-06-22,MTS- PRONTO,Travel,Sale,-5.0,,,
100,06/20/2025,2025-06-22,91121-BUSY BEE CAFE,Food & Drink,Sale,-14.2,,,
101,06/21/2025,2025-06-22,CHEVRON 0377597,Gas,Sale,-5.34,,,
102,06/19/2025,2025-06-20,PORT OF SD NORTH EMB PRK,Travel,Sale,-7.5,,,
103,06/18/2025,2025-06-20,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-32.76,,,
104,06/18/2025,2025-06-20,SEAWORLD SD PARKING,Travel,Sale,-35.0,,,
105,06/19/2025,2025-06-20,PHILS BBQ PL RESTAURANT,Food & Drink,Sale,-82.91,,,
106,06/19/2025,2025-06-20,Apadana Cleaners,Personal,Sale,-38.96,,,
107,06/17/2025,2025-06-19,TACOS EL GORDO - BROADWAY,Food & Drink,Sale,-44.62,,,
108,06/17/2025,2025-06-18,RALPHS #0077,Groceries,Sale,-138.84,,,
109,06/17/2025,2025-06-18,Stone Brewing - Escond,Food & Drink,Sale,-80.49,,,
110,06/17/2025,2025-06-18,TST*CAFE COYOTE - SAN DI,Food & Drink,Sale,-16.72,,,
111,06/16/2025,2025-06-18,WAP PARKING 2010,Entertainment,Sale,-20.0,,,
112,06/17/2025,2025-06-18,SQ *EL PEPPER LOCO,Shopping,Sale,-13.95,,,
