,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
291,01/29/2024,2024-01-30,AMZN Mktp US*R20QQ2PR0,Shopping,Sale,-18.2,,,
292,01/30/2024,2024-01-30,AMZN Mktp US*R07AC2Y62,Shopping,Sale,-4.3,,,
293,01/29/2024,2024-01-30,AMZN Mktp US*R24OV8E70,Shopping,Sale,-9.15,,,
294,01/29/2024,2024-01-29,AMZN Mktp US*R29545AG0,Shopping,Sale,-11.5,,,
295,01/16/2024,2024-01-17,PAYPAL *SPOTIFYUSAI,Bills & Utilities,Sale,-14.99,,,
296,01/15/2024,2024-01-16,AMZN Mktp US*R872100B0,Shopping,Sale,-10.72,,,
297,01/15/2024,2024-01-16,AMZN Mktp US*RT05H87Z2,Shopping,Sale,-20.46,,,
298,01/16/2024,2024-01-16,AMZN Mktp US*RT2JK4QQ1,Shopping,Sale,-7.53,,,
299,01/14/2024,2024-01-15,MINT MOBILE,Bills & Utilities,Sale,-60.06,,,
300,01/14/2024,2024-01-15,Amazon.com*R80BX6AB0,Shopping,Sale,-18.33,,,
301,01/14/2024,2024-01-14,Amazon.com*R89OC03S0,Shopping,Sale,-64.6,,,
302,01/12/2024,2024-01-14,Spectrum,Bills & Utilities,Sale,-54.99,,,
303,01/10/2024,2024-01-11,UCSD PARKING MOBILE EBIZ,Travel,Sale,-5.7,,,
304,01/10/2024,2024-01-10,AMZN Mktp US*RT0W50B30,Shopping,Sale,-9.69,,,
305,01/09/2024,2024-01-10,MINT MOBILE,Bills & Utilities,Sale,-200.27,,,
306,01/02/2024,2024-01-02,Payment Thank You-Mobile,,Payment,121.02,,,
307,01/02/2024,2024-01-02,Amazon Prime*MZ5719KH3,Bills & Utilities,Sale,-16.15,,,
