,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
150,10/25/2024,2024-10-27,UBER   *TRIP,Travel,Sale,-16.98,,,
151,10/21/2024,2024-10-22,AMAZON MKTPL*8R4DX1O23,Shopping,Sale,-41.69,,,
152,10/17/2024,2024-10-18,IMAGINARIUM,Personal,Sale,-107.0,,,
153,10/13/2024,2024-10-14,Amazon.com*411EQ12K3,Shopping,Sale,-15.04,,,
154,10/12/2024,2024-10-13,Spectrum,Bills & Utilities,Sale,-73.24,,,
155,10/09/2024,2024-10-10,Amazon.com*DR9SX1Y23,Shopping,Sale,-12.41,,,
156,10/05/2024,2024-10-06,Payment Thank You - Web,,Payment,1826.76,,,
157,10/04/2024,2024-10-04,Kindle Unltd*9K4LX21U3,Shopping,Sale,-11.99,,,
158,10/02/2024,2024-10-03,Amazon Prime*S60K71W63,Bills & Utilities,Sale,-16.15,,,
159,10/01/2024,2024-10-01,AGI*RENTERS/CONDO INS,Bills & Utilities,Sale,-215.0,,,
