,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
924,02/27/2024,2024-02-29,ROSS STORE #348,Shopping,Sale,-4.99,,,
925,02/27/2024,2024-02-29,ROSS STORE #348,Shopping,Sale,-14.05,,,
926,02/27/2024,2024-02-29,TARGET        00014100,Shopping,Sale,-78.92,,,
927,02/28/2024,2024-02-28,AUTOMATIC PAYMENT - THANK,,Payment,71.03,,,
928,02/25/2024,2024-02-27,RALPHS 0077,Groceries,Sale,-27.58,,,
929,02/25/2024,2024-02-27,RALPHS 0077,Groceries,Sale,-5.49,,,
930,02/24/2024,2024-02-25,M&amp;M MARKET,Shopping,Sale,-12.45,,,
931,02/22/2024,2024-02-23,AFFORDABLE VETERINARY CA,Personal,Sale,-100.0,,,
932,02/22/2024,2024-02-23,TARGET        00033696,Shopping,Sale,-10.58,,,
933,02/22/2024,2024-02-23,AFFORDABLE VETERINARY CA,Personal,Sale,-225.0,,,
934,02/20/2024,2024-02-22,FOOD4LESS 0333,Groceries,Sale,-37.16,,,
935,02/18/2024,2024-02-19,PETCO 0583,Shopping,Sale,-60.21,,,
936,02/18/2024,2024-02-19,CVS/PHARMACY #09175,Health & Wellness,Sale,-27.32,,,
937,02/17/2024,2024-02-18,COSTCO WHSE #0488,Shopping,Sale,-69.54,,,
938,02/17/2024,2024-02-18,FOOD4LESS 0333,Groceries,Sale,-21.89,,,
939,02/17/2024,2024-02-18,RALPHS 0077,Groceries,Sale,-20.18,,,
940,02/17/2024,2024-02-18,USPS PO 0566040168,Shopping,Sale,-19.7,,,
941,02/16/2024,2024-02-18,COSTCO GAS #0488,Gas,Sale,-36.89,,,
942,02/14/2024,2024-02-16,RALPHS 0077,Groceries,Sale,-18.11,,,
943,02/14/2024,2024-02-16,PHILS BBQ POINT LOMA REST,Food & Drink,Sale,-43.51,,,
944,02/12/2024,2024-02-14,LOWES #01013*,Home,Sale,-20.34,,,
945,02/13/2024,2024-02-14,99 RANCH #1016,Groceries,Sale,-6.84,,,
946,02/12/2024,2024-02-12,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.0,,,
947,02/11/2024,2024-02-12,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-86.63,,,
948,02/10/2024,2024-02-11,COSTCO WHSE #0488,Shopping,Sale,-27.16,,,
949,02/09/2024,2024-02-11,COSTCO WHSE #0488,Shopping,Sale,-5.78,,,
950,02/07/2024,2024-02-09,RALPHS 0077,Groceries,Sale,-32.03,,,
951,02/04/2024,2024-02-05,COSTCO GAS #0488,Gas,Sale,-34.92,,,
952,02/04/2024,2024-02-05,Tacos El Gordo - Chula Vi,Food & Drink,Sale,-36.89,,,
953,02/03/2024,2024-02-04,PUPFORD.COM,Shopping,Sale,-4.49,,,
954,02/04/2024,2024-02-04,SP FIDOTABBY ETAIL,Shopping,Sale,-2.91,,,
955,02/03/2024,2024-02-04,COSTCO WHSE #0488,Shopping,Sale,-10.98,,,
956,02/01/2024,2024-02-04,ROSS STORE #348,Shopping,Sale,-26.89,,,
957,01/31/2024,2024-02-02,ROSS STORE #348,Shopping,Sale,-16.13,,,
958,02/01/2024,2024-02-02,Payment Thank You - Web,,Payment,3613.61,,,
959,02/01/2024,2024-02-02,COSTCO WHSE #0488,Shopping,Sale,-54.9,,,
960,01/30/2024,2024-02-01,ROSS STORE #348,Shopping,Return,4.3,,,
961,01/31/2024,2024-02-01,IN-N-OUT SDMISSIONVALL,Food & Drink,Sale,-18.32,,,
962,01/30/2024,2024-02-01,ROSS STORE #348,Shopping,Sale,-41.99,,,
