,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
274,02/26/2024,2024-02-27,AMZN Mktp US*RW0PH69L2,Shopping,Sale,-10.23,,,
275,02/22/2024,2024-02-23,DIAMOND PARKING,Travel,Sale,-12.9,,,
276,02/20/2024,2024-02-21,Amazon.com*RW5850442,Shopping,Sale,-28.04,,,
277,02/18/2024,2024-02-19,AMZN Mktp US*RI46P79A2,Shopping,Sale,-300.62,,,
278,02/16/2024,2024-02-18,PAYPAL *SPOTIFYUSAI,Bills & Utilities,Sale,-14.99,,,
279,02/17/2024,2024-02-18,AMZN Mktp US*RI1C183K1,Shopping,Sale,-8.53,,,
280,02/17/2024,2024-02-18,AMZN Mktp US*RI26Y6DM2,Shopping,Sale,-43.09,,,
281,02/17/2024,2024-02-18,AMZN Mktp US*RW9NF7ZH0,Shopping,Sale,-35.71,,,
282,02/12/2024,2024-02-13,Spectrum,Bills & Utilities,Sale,-54.99,,,
283,02/12/2024,2024-02-13,AMZN Mktp US*RB7ZM5RM2,Shopping,Sale,-7.53,,,
284,02/10/2024,2024-02-11,AMZN Mktp US*RI4QZ8ZU0,Shopping,Sale,-7.7,,,
285,02/09/2024,2024-02-09,AMZN Mktp US*RB1EE1FP1,Shopping,Sale,-23.65,,,
286,02/07/2024,2024-02-08,Amazon.com*R26CF1UQ1,Shopping,Sale,-21.09,,,
287,02/02/2024,2024-02-02,Amazon Prime*R28U98XB2,Bills & Utilities,Sale,-16.15,,,
288,02/01/2024,2024-02-02,Payment Thank You - Web,,Payment,583.72,,,
289,01/31/2024,2024-02-01,Amazon.com*R071B4UT1,Shopping,Sale,-37.7,,,
290,02/01/2024,2024-02-01,AMZN Mktp US*R20L84A82,Shopping,Sale,-19.38,,,
