,Transaction Date,Post Date,Description,Category,Type,Amount,Memo,Unnamed: 7,Unnamed: 8
14,07/29/2025,2025-07-31,MYVENDINGREWARDS WSTCST V,Food & Drink,Sale,-1.6,,,
15,07/29/2025,2025-07-30,PETCO VITAL CARE 4200,Shopping,Sale,-26.93,,,
16,07/29/2025,2025-07-30,TARGET        00027672,Shopping,Sale,-13.58,,,
17,07/29/2025,2025-07-30,SQ *POLARIS CAFE,Food & Drink,Sale,-12.05,,,
18,07/28/2025,2025-07-29,SQ *POLARIS CAFE,Food & Drink,Sale,-11.05,,,
19,07/27/2025,2025-07-29,TST*HIGH FLYING FOODS -,Food & Drink,Sale,-6.32,,,
20,07/27/2025,2025-07-29,TST*HIGH FLYING FOODS -,Food & Drink,Sale,-5.49,,,
21,07/27/2025,2025-07-29,VONS #2012,Groceries,Sale,-15.28,,,
22,07/28/2025,2025-07-28,AUTOMATIC PAYMENT - THANK,,Payment,622.51,,,
23,07/26/2025,2025-07-28,VONS #2012,Groceries,Sale,-26.27,,,
24,07/24/2025,2025-07-27,CLIPPER SYSTEMS MOBILE #1,Travel,Sale,-10.0,,,
25,07/26/2025,2025-07-27,TST*SHABU WORKS MIRA MES,Food & Drink,Sale,-96.96,,,
26,07/24/2025,2025-07-25,SUNSETNEWSST2620,Shopping,Sale,-2.49,,,
27,07/23/2025,2025-07-24,GITHUB  INC.,Professional Services,Sale,-10.0,,,
28,07/22/2025,2025-07-24,MYVENDINGREWARDS WSTCST V,Food & Drink,Sale,-1.85,,,
29,07/20/2025,2025-07-23,CLIPPER SYSTEMS MOBILE #1,Travel,Sale,-10.0,,,
30,07/22/2025,2025-07-23,TARGET        00027672,Shopping,Sale,-36.74,,,
31,07/21/2025,2025-07-22,SQ *BIKETOPIA COMMUNITY W,Personal,Sale,-400.0,,,
32,07/19/2025,2025-07-21,CITYSD PARKING 28881,Travel,Sale,-5.0,,,
33,07/21/2025,2025-07-21,IC* INSTACART*1102,Groceries,Sale,-23.59,,,
34,07/20/2025,2025-07-21,TST* PARKHOUSE EATERY,Food & Drink,Sale,-68.28,,,
35,07/19/2025,2025-07-20,SP YIPAO COFFEE,Groceries,Sale,-63.75,,,
36,07/18/2025,2025-07-20,VONS #2012,Groceries,Sale,-31.89,,,
37,07/19/2025,2025-07-20,COSTCO GAS #0488,Gas,Sale,-28.27,,,
38,07/18/2025,2025-07-20,UNITED      0162315461558,Travel,Sale,-106.97,,,
39,07/18/2025,2025-07-20,FRONTIER AI NB11NI,Travel,Sale,-48.97,,,
40,07/18/2025,2025-07-20,UNITED      0162315459748,Travel,Sale,-136.97,,,
41,07/16/2025,2025-07-17,SQ *POLARIS CAFE,Food & Drink,Sale,-11.05,,,
42,07/15/2025,2025-07-16,SQ *POLARIS CAFE,Food & Drink,Sale,-4.42,,,
43,07/14/2025,2025-07-16,TST*RAMEN HIROSHI - EMER,Food & Drink,Sale,-19.78,,,
44,07/12/2025,2025-07-15,CLIPPER SYSTEMS MOBILE #1,Travel,Sale,-10.0,,,
45,07/12/2025,2025-07-15,CLIPPER SYSTEMS MOBILE #1,Travel,Sale,-5.0,,,
46,07/13/2025,2025-07-14,IC* INSTACART,Groceries,Sale,-0.1,,,
47,07/13/2025,2025-07-14,IC* INSTACART,Groceries,Sale,-19.64,,,
48,07/12/2025,2025-07-14,TARGET        00027672,Shopping,Sale,-236.82,,,
49,07/12/2025,2025-07-13,UCSD PARKING,Education,Sale,-7.35,,,
50,07/11/2025,2025-07-13,UCSD PARKING MOBILE EBIZ,Travel,Sale,-3.68,,,
51,07/13/2025,2025-07-13,SNACK* HYPHY BURGER OA,Food & Drink,Sale,-10.81,,,
52,07/10/2025,2025-07-13,RALPHS #0077,Groceries,Sale,-7.16,,,
53,07/10/2025,2025-07-11,LS ADAMS AVENUE BICYCL,Shopping,Sale,-12.92,,,
54,07/08/2025,2025-07-11,SD Tap Room,Food & Drink,Sale,-34.39,,,
55,07/10/2025,2025-07-11,Ankama,Entertainment,Sale,-5.99,,,
56,07/08/2025,2025-07-10,LAZ PARKING M14580,Travel,Sale,-3.0,,,
57,07/07/2025,2025-07-08,RALPHS #0077,Groceries,Sale,-4.95,,,
58,07/07/2025,2025-07-08,COSTCO GAS #0488,Gas,Sale,-33.12,,,
59,07/07/2025,2025-07-08,UCSD PARKING MOBILE EBIZ,Travel,Sale,-3.68,,,
60,07/06/2025,2025-07-07,RALPHS #0108,Groceries,Sale,-4.94,,,
61,07/04/2025,2025-07-06,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-13.99,,,
62,07/04/2025,2025-07-06,MTS- PRONTO,Travel,Sale,-5.0,,,
63,07/06/2025,2025-07-06,GOOGLE *Google One,Shopping,Sale,-2.99,,,
64,07/02/2025,2025-07-04,TACOS EL GORDO - BROADWAY,Food & Drink,Sale,-70.33,,,
65,07/03/2025,2025-07-04,A - MART OLD TOWN,Groceries,Sale,-2.69,,,
66,07/02/2025,2025-07-04,M&amp;M MARKET,Shopping,Sale,-4.15,,,
67,07/02/2025,2025-07-03,COSTCO WHSE #0488,Shopping,Sale,-173.01,,,
68,07/02/2025,2025-07-03,MTS- PRONTO,Travel,Sale,-10.0,,,
69,07/01/2025,2025-07-01,Payment Thank You - Web,,Payment,3529.18,,,
70,06/29/2025,2025-07-01,SOUTHWES    5262360892966,Travel,Sale,-172.96,,,
71,06/29/2025,2025-07-01,SPIRIT AIRL 4870438729682,Travel,Sale,-108.99,,,
72,06/29/2025,2025-07-01,SOUTHWES    5262360885264,Travel,Sale,-28.3,,,
73,06/29/2025,2025-07-01,UNITED      0162499833289,Travel,Sale,-125.57,,,
74,06/30/2025,2025-07-01,UCSD PARKING MOBILE EBIZ,Travel,Sale,-3.68,,,
